sim_time,veh_id,type,edge,lane,lane_pos,x,y,speed,accel,angle,route_id,leader_id,gap_to_leader
19.6,veh_9,car,A0_A1,A0_A1_0,213.23,213.23,208.0,14.87,-0.168,90.0,east_main,veh_1,67.614
19.8,veh_1,car,A0_A1,A0_A1_0,290.8,290.8,208.0,14.764,-1.103,90.0,east_main,,
19.8,veh_10,mtw,S2N_A2,S2N_A2_0,120.26,601.6,279.74,8.582,-1.384,180.0,north2west,veh_8,14.059
19.8,veh_11,auto,A5_A4,A5_A4_0,170.38,1329.62,192.5,12.839,0.265,270.0,west_main,,
19.8,veh_12,car,S4S_A4,S4S_A4_0,109.73,1198.4,109.73,8.39,-0.44,0.0,south4north,,
19.8,veh_13,car,A5_A4,A5_A4_1,180.55,1319.45,195.5,14.919,0.418,270.0,west_main,,
19.8,veh_14,mtw,A0_A1,A0_A1_0,178.64,178.64,208.0,15.21,0.289,90.0,east_main,veh_9,30.566
19.8,veh_15,car,S4S_A4,S4S_A4_0,93.99,1198.4,93.99,8.425,-0.419,0.0,south4north,veh_12,8.744
19.8,veh_16,car,S4S_A4,S4S_A4_0,78.66,1198.4,78.66,8.371,0.336,0.0,south4north,veh_15,8.325
19.8,veh_17,truck,S2N_A2,S2N_A2_0,96.32,601.6,303.68,8.954,0.198,180.0,north2west,veh_10,19.247
19.8,veh_18,car,S2N_A2,S2N_A2_0,77.29,601.6,322.71,8.754,0.3,180.0,north2west,veh_17,8.526
19.8,veh_19,truck,S2N_A2,S2N_A2_0,57.76,601.6,342.24,8.135,0.214,180.0,north2west,veh_18,12.529
19.8,veh_2,auto,S2N_A2,S2N_A2_0,176.7,601.6,223.3,8.116,-3.0,180.0,north2west,,
19.8,veh_20,mtw,A5_A4,A5_A4_1,111.04,1388.96,195.5,13.769,-0.686,270.0,west_main,veh_13,62.504
19.8,veh_21,car,S2N_A2,S2N_A2_0,39.99,601.6,360.01,7.682,0.102,180.0,north2west,veh_19,7.271
19.8,veh_22,car,A5_A4,A5_A4_1,86.78,1413.22,195.5,13.339,0.37,270.0,west_main,veh_20,19.558
19.8,veh_23,car,A0_A1,A0_A1_0,91.09,91.09,208.0,14.934,0.146,90.0,east_main,veh_14,82.852
19.8,veh_24,mtw,A0_A1,A0_A1_1,72.69,72.69,204.8,14.329,1.583,90.0,east_main,,
19.8,veh_25,mtw,S4N_A4,S4N_A4_0,48.32,1201.6,351.68,9.666,-0.285,180.0,north4east,veh_7,61.562
19.8,veh_26,car,S2N_A2,S2N_A2_0,24.62,601.6,375.38,7.148,1.132,180.0,north2west,veh_21,8.371
19.8,veh_27,car,A5_A4,A5_A4_1,51.28,1448.72,195.5,12.211,-0.176,270.0,west_main,veh_22,28.508
19.8,veh_28,car,A5_A4,A5_A4_0,43.57,1456.43,192.5,12.974,0.132,270.0,west_main,veh_11,121.311
19.8,veh_29,truck,S2S_A2,S2S_A2_0,29.1,598.4,29.1,9.553,-0.109,0.0,south2east,veh_5,131.219
19.8,veh_3,car,S4N_A4,S4N_A4_0,180.49,1201.6,219.51,6.475,-3.0,180.0,north4east,,
19.8,veh_30,mtw,S2S_A2,S2S_A2_0,13.48,598.4,13.48,7.662,-0.014,0.0,south2east,veh_29,5.124
19.8,veh_31,car,A5_A4,A5_A4_1,24.13,1475.87,195.5,13.689,-1.077,270.0,west_main,veh_27,20.144
19.8,veh_32,car,S4S_A4,S4S_A4_0,10.13,1198.4,10.13,9.287,0.695,0.0,south4north,veh_16,61.529
19.8,veh_4,car,S4N_A4,S4N_A4_0,164.24,1201.6,235.76,7.697,-2.052,180.0,north4east,veh_3,9.251
19.8,veh_5,bus,S2S_A2,S2S_A2_0,174.82,598.4,174.82,7.1,-2.0,0.0,south2east,,
19.8,veh_6,bus,S4N_A4,S4N_A4_0,140.82,1201.6,259.18,8.65,-1.65,180.0,north4east,veh_4,16.424
19.8,veh_7,car,S4N_A4,S4N_A4_0,116.89,1201.6,283.11,8.945,-1.591,180.0,north4east,veh_6,9.434
19.8,veh_8,truck,S2N_A2,S2N_A2_0,144.82,601.6,255.18,9.124,0.113,180.0,north2west,veh_2,26.378
19.8,veh_9,car,A0_A1,A0_A1_0,216.21,216.21,208.0,14.908,0.188,90.0,east_main,veh_1,67.585
20.0,veh_1,car,A0_A1,A0_A1_0,293.63,293.63,208.0,14.164,-3.0,90.0,east_main,,
20.0,veh_10,mtw,S2N_A2,S2N_A2_0,122.03,601.6,277.97,8.824,1.21,180.0,north2west,veh_8,14.124
20.0,veh_11,auto,A5_A4,A5_A4_0,172.95,1327.05,192.5,12.856,0.089,270.0,west_main,,
20.0,veh_12,car,S4S_A4,S4S_A4_0,111.43,1198.4,111.43,8.509,0.595,0.0,south4north,,
20.0,veh_13,car,A5_A4,A5_A4_1,183.53,1316.47,195.5,14.928,0.044,270.0,west_main,,
20.0,veh_14,mtw,A0_A1,A0_A1_0,181.71,181.71,208.0,15.334,0.618,90.0,east_main,veh_9,30.496
20.0,veh_15,car,S4S_A4,S4S_A4_0,95.66,1198.4,95.66,8.375,-0.247,0.0,south4north,veh_12,8.77
20.0,veh_16,car,S4S_A4,S4S_A4_0,80.32,1198.4,80.32,8.263,-0.54,0.0,south4north,veh_15,8.347
20.0,veh_17,truck,S2N_A2,S2N_A2_0,98.08,601.6,301.92,8.808,-0.731,180.0,north2west,veh_10,19.25
20.0,veh_18,car,S2N_A2,S2N_A2_0,79.05,601.6,320.95,8.806,0.263,180.0,north2west,veh_17,8.526
20.0,veh_19,truck,S2N_A2,S2N_A2_0,59.41,601.6,340.59,8.234,0.494,180.0,north2west,veh_18,12.643
20.0,veh_2,auto,S2N_A2,S2N_A2_0,178.2,601.6,221.8,7.516,-3.0,180.0,north2west,,
20.0,veh_20,mtw,A5_A4,A5_A4_1,113.81,1386.19,195.5,13.819,0.253,270.0,west_main,veh_13,62.726
20.0,veh_21,car,S2N_A2,S2N_A2_0,41.55,601.6,358.45,7.771,0.445,180.0,north2west,veh_19,7.363
20.0,veh_22,car,A5_A4,A5_A4_1,89.45,1410.55,195.5,13.331,-0.043,270.0,west_main,veh_20,19.655
20.0,veh_23,car,A0_A1,A0_A1_0,94.09,94.09,208.0,14.971,0.184,90.0,east_main,veh_14,82.925
20.0,veh_24,mtw,A0_A1,A0_A1_1,75.63,75.63,204.8,14.671,1.707,90.0,east_main,,
20.0,veh_25,mtw,S4N_A4,S4N_A4_0,50.21,1201.6,349.79,9.424,-1.212,180.0,north4east,veh_7,61.437
20.0,veh_26,car,S2N_A2,S2N_A2_0,26.08,601.6,373.92,7.295,0.732,180.0,north2west,veh_21,8.466
20.0,veh_27,car,A5_A4,A5_A4_1,53.72,1446.28,195.5,12.235,0.119,270.0,west_main,veh_22,28.727
20.0,veh_28,car,A5_A4,A5_A4_0,46.15,1453.85,192.5,12.909,-0.324,270.0,west_main,veh_11,121.3
20.0,veh_29,truck,S2S_A2,S2S_A2_0,31.02,598.4,31.02,9.564,0.054,0.0,south2east,veh_5,130.649
20.0,veh_3,car,S4N_A4,S4N_A4_0,181.67,1201.6,218.33,5.875,-3.0,180.0,north4east,,
20.0,veh_30,mtw,S2S_A2,S2S_A2_0,15.05,598.4,15.05,7.843,0.906,0.0,south2east,veh_29,5.468
20.0,veh_31,car,A5_A4,A5_A4_1,26.87,1473.13,195.5,13.704,0.072,270.0,west_main,veh_27,19.85
20.0,veh_32,car,S4S_A4,S4S_A4_0,11.98,1198.4,11.98,9.229,-0.289,0.0,south4north,veh_16,61.336
20.0,veh_33,mtw,S2S_A2,S2S_A2_0,2.3,598.4,2.3,7.916,0.0,0.0,south2east,veh_30,8.049
20.0,veh_4,car,S4N_A4,S4N_A4_0,165.7,1201.6,234.3,7.285,-2.061,180.0,north4east,veh_3,8.969
20.0,veh_5,bus,S2S_A2,S2S_A2_0,176.17,598.4,176.17,6.715,-1.924,0.0,south2east,,
20.0,veh_6,bus,S4N_A4,S4N_A4_0,142.49,1201.6,257.51,8.362,-1.439,180.0,north4east,veh_4,16.209
20.0,veh_7,car,S4N_A4,S4N_A4_0,118.65,1201.6,281.35,8.799,-0.729,180.0,north4east,veh_6,9.346
20.0,veh_8,truck,S2N_A2,S2N_A2_0,146.65,601.6,253.35,9.149,0.125,180.0,north2west,veh_2,26.052
20.0,veh_9,car,A0_A1,A0_A1_0,219.21,219.21,208.0,14.981,0.368,90.0,east_main,veh_1,67.422
20.2,veh_1,car,A0_A1,A0_A1_0,296.34,296.34,208.0,13.564,-3.0,90.0,east_main,,
20.2,veh_10,mtw,S2N_A2,S2N_A2_0,123.79,601.6,276.21,8.785,-0.193,180.0,north2west,veh_8,14.193
20.2,veh_11,auto,A5_A4,A5_A4_0,175.5,1324.5,192.5,12.747,-0.545,270.0,west_main,,
20.2,veh_12,car,S4S_A4,S4S_A4_0,113.14,1198.4,113.14,8.515,0.029,0.0,south4north,,
20.2,veh_13,car,A5_A4,A5_A4_1,186.5,1313.5,195.5,14.847,-0.403,270.0,west_main,,
20.2,veh_14,mtw,A0_A1,A0_A1_0,184.78,184.78,208.0,15.353,0.096,90.0,east_main,veh_9,30.418
20.2,veh_15,car,S4S_A4,S4S_A4_0,97.37,1198.4,97.37,8.519,0.717,0.0,south4north,veh_12,8.77
20.2,veh_16,car,S4S_A4,S4S_A4_0,81.96,1198.4,81.96,8.233,-0.152,0.0,south4north,veh_15,8.404
20.2,veh_17,truck,S2N_A2,S2N_A2_0,99.85,601.6,300.15,8.873,0.322,180.0,north2west,veh_10,19.232
20.2,veh_18,car,S2N_A2,S2N_A2_0,80.77,601.6,319.23,8.597,-1.047,180.0,north2west,veh_17,8.582
20.2,veh_19,truck,S2N_A2,S2N_A2_0,61.06,601.6,338.94,8.259,0.128,180.0,north2west,veh_18,12.711
20.2,veh_2,auto,S2N_A2,S2N_A2_0,179.59,601.6,220.41,6.916,-3.0,180.0,north2west,,
20.2,veh_20,mtw,A5_A4,A5_A4_1,116.58,1383.42,195.5,13.864,0.223,270.0,west_main,veh_13,62.923
20.2,veh_21,car,S2N_A2,S2N_A2_0,43.12,601.6,356.88,7.872,0.507,180.0,north2west,veh_19,7.441
20.2,veh_22,car,A5_A4,A5_A4_1,92.11,1407.89,195.5,13.276,-0.273,270.0,west_main,veh_20,19.773
20.2,veh_23,car,A0_A1,A0_A1_0,97.08,97.08,208.0,14.988,0.088,90.0,east_main,veh_14,82.998
20.2,veh_24,mtw,A0_A1,A0_A1_1,78.63,78.63,204.8,15.023,1.763,90.0,east_main,,
20.2,veh_25,mtw,S4N_A4,S4N_A4_0,52.11,1201.6,347.89,9.484,0.3,180.0,north4east,veh_7,61.233
20.2,veh_26,car,S2N_A2,S2N_A2_0,27.57,601.6,372.43,7.432,0.684,180.0,north2west,veh_21,8.554
20.2,veh_27,car,A5_A4,A5_A4_1,56.17,1443.83,195.5,12.254,0.092,270.0,west_main,veh_22,28.932
20.2,veh_28,car,A5_A4,A5_A4_0,48.74,1451.26,192.5,12.948,0.196,270.0,west_main,veh_11,121.26
20.2,veh_29,truck,S2S_A2,S2S_A2_0,32.93,598.4,32.93,9.56,-0.021,0.0,south2east,veh_5,130.004
20.2,veh_3,car,S4N_A4,S4N_A4_0,182.72,1201.6,217.28,5.275,-3.0,180.0,north4east,,
20.2,veh_30,mtw,S2S_A2,S2S_A2_0,16.66,598.4,16.66,8.05,1.031,0.0,south2east,veh_29,5.77
20.2,veh_31,car,A5_A4,A5_A4_1,29.6,1470.4,195.5,13.623,-0.402,270.0,west_main,veh_27,19.576
20.2,veh_32,car,S4S_A4,S4S_A4_0,13.83,1198.4,13.83,9.235,0.032,0.0,south4north,veh_16,61.136
20.2,veh_33,mtw,S2S_A2,S2S_A2_0,3.86,598.4,3.86,7.804,-0.561,0.0,south2east,veh_30,8.098
20.2,veh_4,car,S4N_A4,S4N_A4_0,167.07,1201.6,232.93,6.824,-2.306,180.0,north4east,veh_3,8.659
20.2,veh_5,bus,S2S_A2,S2S_A2_0,177.43,598.4,177.43,6.336,-1.898,0.0,south2east,,
20.2,veh_6,bus,S4N_A4,S4N_A4_0,144.12,1201.6,255.88,8.164,-0.993,180.0,north4east,veh_4,15.941
20.2,veh_7,car,S4N_A4,S4N_A4_0,120.34,1201.6,279.66,8.461,-1.694,180.0,north4east,veh_6,9.287
20.2,veh_8,truck,S2N_A2,S2N_A2_0,148.48,601.6,251.52,9.126,-0.114,180.0,north2west,veh_2,25.61
20.2,veh_9,car,A0_A1,A0_A1_0,222.2,222.2,208.0,14.966,-0.078,90.0,east_main,veh_1,67.141
20.4,veh_1,car,:A1_3,:A1_3_0,0.43,298.94,207.96,12.964,-3.0,90.49,east_main,,
20.4,veh_10,mtw,S2N_A2,S2N_A2_0,125.54,601.6,274.46,8.76,-0.124,180.0,north2west,veh_8,14.259
20.4,veh_11,auto,A5_A4,A5_A4_0,178.06,1321.94,192.5,12.825,0.389,270.0,west_main,,
20.4,veh_12,car,S4S_A4,S4S_A4_0,114.85,1198.4,114.85,8.553,0.188,0.0,south4north,,
20.4,veh_13,car,A5_A4,A5_A4_1,189.48,1310.52,195.5,14.893,0.229,270.0,west_main,,
20.4,veh_14,mtw,A0_A1,A0_A1_0,187.86,187.86,208.0,15.387,0.171,90.0,east_main,veh_9,30.324
20.4,veh_15,car,S4S_A4,S4S_A4_0,99.06,1198.4,99.06,8.452,-0.333,0.0,south4north,veh_12,8.79
20.4,veh_16,car,S4S_A4,S4S_A4_0,83.64,1198.4,83.64,8.387,0.774,0.0,south4north,veh_15,8.417
20.4,veh_17,truck,S2N_A2,S2N_A2_0,101.64,601.6,298.36,8.925,0.262,180.0,north2west,veh_10,19.199
20.4,veh_18,car,S2N_A2,S2N_A2_0,82.52,601.6,317.48,8.757,0.8,180.0,north2west,veh_17,8.615
20.4,veh_19,truck,S2N_A2,S2N_A2_0,62.69,601.6,337.31,8.14,-0.598,180.0,north2west,veh_18,12.834
20.4,veh_2,auto,S2N_A2,S2N_A2_0,180.85,601.6,219.15,6.316,-3.0,180.0,north2west,,
20.4,veh_20,mtw,A5_A4,A5_A4_1,119.35,1380.65,195.5,13.841,-0.116,270.0,west_main,veh_13,63.133
20.4,veh_21,car,S2N_A2,S2N_A2_0,44.72,601.6,355.28,7.989,0.585,180.0,north2west,veh_19,7.471
20.4,veh_22,car,A5_A4,A5_A4_1,94.79,1405.21,195.5,13.435,0.795,270.0,west_main,veh_20,19.854
20.4,veh_23,car,A0_A1,A0_A1_0,100.07,100.07,208.0,14.935,-0.266,90.0,east_main,veh_14,83.088
20.4,veh_24,mtw,A0_A1,A0_A1_1,81.62,81.62,204.8,14.936,-0.436,90.0,east_main,,
20.4,veh_25,mtw,S4N_A4,S4N_A4_0,53.99,1201.6,346.01,9.405,-0.396,180.0,north4east,veh_7,61.025
20.4,veh_26,car,S2N_A2,S2N_A2_0,29.11,601.6,370.89,7.704,1.364,180.0,north2west,veh_21,8.611
20.4,veh_27,car,A5_A4,A5_A4_1,58.62,1441.38,195.5,12.231,-0.114,270.0,west_main,veh_22,29.172
20.4,veh_28,car,A5_A4,A5_A4_0,51.33,1448.67,192.5,12.964,0.08,270.0,west_main,veh_11,121.232
20.4,veh_29,truck,S2S_A2,S2S_A2_0,34.84,598.4,34.84,9.542,-0.089,0.0,south2east,veh_5,129.283
20.4,veh_3,car,S4N_A4,S4N_A4_0,183.84,1201.6,216.16,5.575,1.5,180.0,north4east,,
20.4,veh_30,mtw,S2S_A2,S2S_A2_0,18.26,598.4,18.26,8.029,-0.103,0.0,south2east,veh_29,6.073
20.4,veh_31,car,A5_A4,A5_A4_1,32.29,1467.71,195.5,13.485,-0.69,270.0,west_main,veh_27,19.325
20.4,veh_32,car,S4S_A4,S4S_A4_0,15.68,1198.4,15.68,9.273,0.192,0.0,south4north,veh_16,60.958
20.4,veh_33,mtw,S2S_A2,S2S_A2_0,5.46,598.4,5.46,7.99,0.93,0.0,south2east,veh_30,8.106
20.4,veh_34,auto,S4N_A4,S4N_A4_0,3.1,1201.6,396.9,11.544,0.0,180.0,north4east,veh_25,46.186
20.4,veh_4,car,S4N_A4,S4N_A4_0,168.33,1201.6,231.67,6.322,-2.507,180.0,north4east,veh_3,8.509
20.4,veh_5,bus,S2S_A2,S2S_A2_0,178.62,598.4,178.62,5.936,-2.0,0.0,south2east,,
20.4,veh_6,bus,S4N_A4,S4N_A4_0,145.71,1201.6,254.29,7.926,-1.19,180.0,north4east,veh_4,15.62
20.4,veh_7,car,S4N_A4,S4N_A4_0,122.01,1201.6,277.99,8.366,-0.471,180.0,north4east,veh_6,9.199
20.4,veh_8,truck,S2N_A2,S2N_A2_0,150.3,601.6,249.7,9.091,-0.176,180.0,north2west,veh_2,25.055
20.4,veh_9,car,A0_A1,A0_A1_0,225.18,225.18,208.0,14.917,-0.243,90.0,east_main,veh_1,66.751
20.6,veh_1,car,:A1_3,:A1_3_0,2.91,301.38,207.51,12.364,-3.0,96.24,east_main,,
20.6,veh_10,mtw,S2N_A2,S2N_A2_0,127.26,601.6,272.74,8.59,-0.853,180.0,north2west,veh_8,14.369
20.6,veh_11,auto,A5_A4,A5_A4_0,180.66,1319.34,192.5,12.974,0.745,270.0,west_main,,
20.6,veh_12,car,S4S_A4,S4S_A4_0,116.53,1198.4,116.53,8.422,-0.652,0.0,south4north,,
20.6,veh_13,car,A5_A4,A5_A4_1,192.45,1307.55,195.5,14.86,-0.166,270.0,west_main,,
20.6,veh_14,mtw,A0_A1,A0_A1_0,190.9,190.9,208.0,15.18,-1.037,90.0,east_main,veh_9,30.265
20.6,veh_15,car,S4S_A4,S4S_A4_0,100.77,1198.4,100.77,8.567,0.577,0.0,south4north,veh_12,8.761
20.6,veh_16,car,S4S_A4,S4S_A4_0,85.33,1198.4,85.33,8.441,0.266,0.0,south4north,veh_15,8.443
20.6,veh_17,truck,S2N_A2,S2N_A2_0,103.41,601.6,296.59,8.86,-0.324,180.0,north2west,veh_10,19.145
20.6,veh_18,car,S2N_A2,S2N_A2_0,84.26,601.6,315.74,8.685,-0.36,180.0,north2west,veh_17,8.65
20.6,veh_19,truck,S2N_A2,S2N_A2_0,64.34,601.6,335.66,8.271,0.658,180.0,north2west,veh_18,12.917
20.6,veh_2,auto,S2N_A2,S2N_A2_0,181.99,601.6,218.01,5.716,-3.0,180.0,north2west,,
20.6,veh_20,mtw,A5_A4,A5_A4_1,122.13,1377.87,195.5,13.909,0.341,270.0,west_main,veh_13,63.323
20.6,veh_21,car,S2N_A2,S2N_A2_0,46.3,601.6,353.7,7.91,-0.396,180.0,north2west,veh_19,7.543
20.6,veh_22,car,A5_A4,A5_A4_1,97.47,1402.53,195.5,13.411,-0.12,270.0,west_main,veh_20,19.954
20.6,veh_23,car,A0_A1,A0_A1_0,103.06,103.06,208.0,14.929,-0.031,90.0,east_main,veh_14,83.138
20.6,veh_24,mtw,A0_A1,A0_A1_1,84.6,84.6,204.8,14.923,-0.065,90.0,east_main,,
20.6,veh_25,mtw,S4N_A4,S4N_A4_0,55.87,1201.6,344.13,9.415,0.052,180.0,north4east,veh_7,60.778
20.6,veh_26,car,S2N_A2,S2N_A2_0,30.7,601.6,369.3,7.973,1.342,180.0,north2west,veh_21,8.599
20.6,veh_27,car,A5_A4,A5_A4_1,61.09,1438.91,195.5,12.353,0.61,270.0,west_main,veh_22,29.384
20.6,veh_28,car,A5_A4,A5_A4_0,53.93,1446.07,192.5,13.012,0.238,270.0,west_main,veh_11,121.225
20.6,veh_29,truck,S2S_A2,S2S_A2_0,36.74,598.4,36.74,9.521,-0.105,0.0,south2east,veh_5,128.488
20.6,veh_3,car,S4N_A4,S4N_A4_0,185.01,1201.6,214.99,5.875,1.5,180.0,north4east,,
20.6,veh_30,mtw,S2S_A2,S2S_A2_0,19.91,598.4,19.91,8.226,0.984,0.0,south2east,veh_29,6.332
20.6,veh_31,car,A5_A4,A5_A4_1,35.01,1464.99,195.5,13.589,0.517,270.0,west_main,veh_27,19.078
20.6,veh_32,car,S4S_A4,S4S_A4_0,17.54,1198.4,17.54,9.307,0.168,0.0,south4north,veh_16,60.785
20.6,veh_33,mtw,S2S_A2,S2S_A2_0,7.04,598.4,7.04,7.888,-0.509,0.0,south2east,veh_30,8.173
20.6,veh_34,auto,S4N_A4,S4N_A4_0,5.4,1201.6,394.6,11.519,-0.125,180.0,north4east,veh_25,45.765
20.6,veh_4,car,S4N_A4,S4N_A4_0,169.63,1201.6,230.37,6.497,0.874,180.0,north4east,veh_3,8.385
20.6,veh_5,bus,S2S_A2,S2S_A2_0,179.73,598.4,179.73,5.547,-1.944,0.0,south2east,,
20.6,veh_6,bus,S4N_A4,S4N_A4_0,147.23,1201.6,252.77,7.601,-1.625,180.0,north4east,veh_4,15.399
20.6,veh_7,car,S4N_A4,S4N_A4_0,123.65,1201.6,276.35,8.177,-0.947,180.0,north4east,veh_6,9.083
20.6,veh_8,truck,S2N_A2,S2N_A2_0,152.13,601.6,247.87,9.144,0.265,180.0,north2west,veh_2,24.369
20.6,veh_9,car,A0_A1,A0_A1_0,228.16,228.16,208.0,14.885,-0.162,90.0,east_main,veh_1,66.246
20.8,veh_1,car,A1_A2,A1_A2_0,2.23,303.73,207.5,11.764,-3.0,95.53,east_main,,
20.8,veh_10,mtw,S2N_A2,S2N_A2_0,128.97,601.6,271.03,8.581,-0.045,180.0,north2west,veh_8,14.472
20.8,veh_11,auto,A5_A4,A5_A4_0,183.21,1316.79,192.5,12.759,-1.074,270.0,west_main,,
20.8,veh_12,car,S4S_A4,S4S_A4_0,118.21,1198.4,118.21,8.418,-0.023,0.0,south4north,,
20.8,veh_13,car,A5_A4,A5_A4_1,195.42,1304.58,195.5,14.865,0.027,270.0,west_main,,
20.8,veh_14,mtw,A0_A1,A0_A1_0,193.95,193.95,208.0,15.291,0.559,90.0,east_main,veh_9,30.181
20.8,veh_15,car,S4S_A4,S4S_A4_0,102.46,1198.4,102.46,8.471,-0.481,0.0,south4north,veh_12,8.75
20.8,veh_16,car,S4S_A4,S4S_A4_0,87.03,1198.4,87.03,8.495,0.273,0.0,south4north,veh_15,8.438
20.8,veh_17,truck,S2N_A2,S2N_A2_0,105.17,601.6,294.83,8.791,-0.344,180.0,north2west,veh_10,19.103
20.8,veh_18,car,S2N_A2,S2N_A2_0,85.99,601.6,314.01,8.665,-0.099,180.0,north2west,veh_17,8.675
20.8,veh_19,truck,S2N_A2,S2N_A2_0,66.0,601.6,334.0,8.279,0.041,180.0,north2west,veh_18,12.994
20.8,veh_2,auto,S2N_A2,S2N_A2_0,183.02,601.6,216.98,5.116,-3.0,180.0,north2west,,
20.8,veh_20,mtw,A5_A4,A5_A4_1,124.93,1375.07,195.5,13.994,0.427,270.0,west_main,veh_13,63.497
20.8,veh_21,car,S2N_A2,S2N_A2_0,47.9,601.6,352.1,7.986,0.38,180.0,north2west,veh_19,7.602
20.8,veh_22,car,A5_A4,A5_A4_1,100.16,1399.84,195.5,13.434,0.114,270.0,west_main,veh_20,20.066
20.8,veh_23,car,A0_A1,A0_A1_0,106.04,106.04,208.0,14.937,0.04,90.0,east_main,veh_14,83.209
20.8,veh_24,mtw,A0_A1,A0_A1_1,87.61,87.61,204.8,15.039,0.58,90.0,east_main,,
20.8,veh_25,mtw,S4N_A4,S4N_A4_0,57.77,1201.6,342.23,9.491,0.381,180.0,north4east,veh_7,60.454
20.8,veh_26,car,S2N_A2,S2N_A2_0,32.3,601.6,367.7,8.001,0.142,180.0,north2west,veh_21,8.596
20.8,veh_27,car,A5_A4,A5_A4_1,63.55,1436.45,195.5,12.301,-0.261,270.0,west_main,veh_22,29.611
20.8,veh_28,car,A5_A4,A5_A4_0,56.53,1443.47,192.5,12.961,-0.254,270.0,west_main,veh_11,121.184
20.8,veh_29,truck,S2S_A2,S2S_A2_0,38.65,598.4,38.65,9.531,0.048,0.0,south2east,veh_5,127.611
20.8,veh_3,car,S4N_A4,S4N_A4_0,186.25,1201.6,213.75,6.175,1.5,180.0,north4east,,
20.8,veh_30,mtw,S2S_A2,S2S_A2_0,21.59,598.4,21.59,8.424,0.993,0.0,south2east,veh_29,6.553
20.8,veh_31,car,A5_A4,A5_A4_1,37.72,1462.28,195.5,13.53,-0.293,270.0,west_main,veh_27,18.832
20.8,veh_32,car,S4S_A4,S4S_A4_0,19.4,1198.4,19.4,9.299,-0.038,0.0,south4north,veh_16,60.624
20.8,veh_33,mtw,S2S_A2,S2S_A2_0,8.62,598.4,8.62,7.912,0.119,0.0,south2east,veh_30,8.276
20.8,veh_34,auto,S4N_A4,S4N_A4_0,7.68,1201.6,392.32,11.399,-0.601,180.0,north4east,veh_25,45.384
20.8,veh_35,mtw,S4S_A4,S4S_A4_0,2.3,1198.4,2.3,9.55,0.0,0.0,south4north,veh_32,10.102
20.8,veh_4,car,S4N_A4,S4N_A4_0,170.94,1201.6,229.06,6.559,0.307,180.0,north4east,veh_3,8.308
20.8,veh_5,bus,S2S_A2,S2S_A2_0,180.76,598.4,180.76,5.147,-2.0,0.0,south2east,,
20.8,veh_6,bus,S4N_A4,S4N_A4_0,148.75,1201.6,251.25,7.6,-0.004,180.0,north4east,veh_4,15.191
20.8,veh_7,car,S4N_A4,S4N_A4_0,125.22,1201.6,274.78,7.873,-1.521,180.0,north4east,veh_6,9.029
20.8,veh_8,truck,S2N_A2,S2N_A2_0,153.94,601.6,246.06,9.093,-0.253,180.0,north2west,veh_2,23.574
20.8,veh_9,car,A0_A1,A0_A1_0,231.13,231.13,208.0,14.871,-0.066,90.0,east_main,veh_1,65.625
21.0,veh_1,car,A1_A2,A1_A2_0,4.57,306.07,207.5,11.7,-0.321,90.0,east_main,veh_3,885.806
21.0,veh_10,mtw,S2N_A2,S2N_A2_0,130.71,601.6,269.29,8.673,0.462,180.0,north2west,veh_8,14.497
21.0,veh_11,auto,A5_A4,A5_A4_0,185.78,1314.22,192.5,12.833,0.37,270.0,west_main,,
21.0,veh_12,car,S4S_A4,S4S_A4_0,119.9,1198.4,119.9,8.449,0.157,0.0,south4north,,
21.0,veh_13,car,A5_A4,A5_A4_1,198.42,1301.58,195.5,14.988,0.614,270.0,west_main,,
21.0,veh_14,mtw,A0_A1,A0_A1_0,196.98,196.98,208.0,15.111,-0.902,90.0,east_main,veh_9,30.133
21.0,veh_15,car,S4S_A4,S4S_A4_0,104.15,1198.4,104.15,8.441,-0.149,0.0,south4north,veh_12,8.751
21.0,veh_16,car,S4S_A4,S4S_A4_0,88.72,1198.4,88.72,8.46,-0.177,0.0,south4north,veh_15,8.434
21.0,veh_17,truck,S2N_A2,S2N_A2_0,106.92,601.6,293.08,8.781,-0.05,180.0,north2west,veh_10,19.082
21.0,veh_18,car,S2N_A2,S2N_A2_0,87.72,601.6,312.28,8.622,-0.215,180.0,north2west,veh_17,8.707
21.0,veh_19,truck,S2N_A2,S2N_A2_0,67.65,601.6,332.35,8.234,-0.227,180.0,north2west,veh_18,13.072
21.0,veh_2,auto,S2N_A2,S2N_A2_0,184.1,601.6,215.9,5.436,1.6,180.0,north2west,,
21.0,veh_20,mtw,A5_A4,A5_A4_1,127.71,1372.29,195.5,13.917,-0.385,270.0,west_main,veh_13,63.712
21.0,veh_21,car,S2N_A2,S2N_A2_0,49.48,601.6,350.52,7.929,-0.284,180.0,north2west,veh_19,7.663
21.0,veh_22,car,A5_A4,A5_A4_1,102.87,1397.13,195.5,13.55,0.582,270.0,west_main,veh_20,20.139
21.0,veh_23,car,A0_A1,A0_A1_0,109.04,109.04,208.0,14.986,0.243,90.0,east_main,veh_14,83.234
21.0,veh_24,mtw,A0_A1,A0_A1_1,90.6,90.6,204.8,14.949,-0.448,90.0,east_main,,
21.0,veh_25,mtw,S4N_A4,S4N_A4_0,59.68,1201.6,340.32,9.564,0.364,180.0,north4east,veh_7,60.134
