sim_time,veh_id,type,edge,lane,lane_pos,x,y,speed,accel,angle,route_id,leader_id,gap_to_leader
16.0,veh_16,car,S4S_A4,S4S_A4_0,47.46,1198.4,47.46,8.255,0.377,0.0,south4north,veh_15,7.39
16.0,veh_17,truck,S2N_A2,S2N_A2_0,62.34,601.6,337.66,9.07,0.117,180.0,north2west,veh_10,20.296
16.0,veh_18,car,S2N_A2,S2N_A2_0,44.61,601.6,355.39,8.398,0.401,180.0,north2west,veh_17,7.231
16.0,veh_19,truck,S2N_A2,S2N_A2_0,28.3,601.6,371.7,6.888,0.752,180.0,north2west,veh_18,9.309
16.0,veh_2,auto,S2N_A2,S2N_A2_0,141.86,601.6,258.14,9.19,-0.036,180.0,north2west,,
16.0,veh_20,mtw,A5_A4,A5_A4_1,58.03,1441.97,195.5,14.062,0.834,270.0,west_main,,
16.0,veh_21,car,S2N_A2,S2N_A2_0,13.41,601.6,386.59,5.348,0.991,180.0,north2west,veh_19,4.391
16.0,veh_22,car,A5_A4,A5_A4_1,36.88,1463.12,195.5,12.812,0.051,270.0,west_main,veh_20,16.454
16.0,veh_23,car,A0_A1,A0_A1_1,34.4,34.4,204.8,14.917,0.294,90.0,east_main,,
16.0,veh_24,mtw,A0_A1,A0_A1_1,21.59,21.59,204.8,12.375,-0.869,90.0,east_main,veh_23,5.815
16.0,veh_25,mtw,S4N_A4,S4N_A4_0,11.82,1201.6,388.18,9.406,0.033,180.0,north4east,veh_7,62.279
16.0,veh_26,car,S2N_A2,S2N_A2_0,5.23,601.6,394.77,3.164,-0.317,180.0,north2west,veh_21,1.173
16.0,veh_27,car,A5_A4,A5_A4_1,4.6,1495.4,195.5,12.386,0.0,270.0,west_main,veh_22,25.276
16.0,veh_3,car,S4N_A4,S4N_A4_0,144.86,1201.6,255.14,10.005,0.222,180.0,north4east,,
16.0,veh_4,car,S4N_A4,S4N_A4_0,127.8,1201.6,272.2,9.897,-0.089,180.0,north4east,veh_3,10.062
16.0,veh_5,bus,S2S_A2,S2S_A2_0,139.36,598.4,139.36,9.894,-0.412,0.0,south2east,,
16.0,veh_6,bus,S4N_A4,S4N_A4_0,104.77,1201.6,295.23,9.516,0.554,180.0,north4east,veh_4,16.023
16.0,veh_7,car,S4N_A4,S4N_A4_0,81.1,1201.6,318.9,9.234,0.51,180.0,north4east,veh_6,9.173
16.0,veh_8,truck,S2N_A2,S2N_A2_0,110.19,601.6,289.81,9.152,0.294,180.0,north2west,veh_2,26.165
16.0,veh_9,car,A0_A1,A0_A1_0,159.61,159.61,208.0,14.878,0.155,90.0,east_main,veh_1,67.497
16.2,veh_1,car,A0_A1,A0_A1_0,237.1,237.1,208.0,14.966,0.342,90.0,east_main,,
16.2,veh_10,mtw,S2N_A2,S2N_A2_0,89.06,601.6,310.94,8.654,0.201,180.0,north2west,veh_8,12.448
16.2,veh_11,auto,A5_A4,A5_A4_0,124.08,1375.92,192.5,12.747,-1.09,270.0,west_main,,
16.2,veh_12,car,S4S_A4,S4S_A4_0,79.24,1198.4,79.24,8.493,0.233,0.0,south4north,,
16.2,veh_13,car,A5_A4,A5_A4_2,126.89,1373.11,198.5,14.861,-0.598,270.0,west_main,,
16.2,veh_14,mtw,A0_A1,A0_A1_0,123.9,123.9,208.0,15.115,-0.967,90.0,east_main,veh_9,31.687
16.2,veh_15,car,S4S_A4,S4S_A4_0,63.53,1198.4,63.53,8.413,0.598,0.0,south4north,veh_12,8.71
16.2,veh_16,car,S4S_A4,S4S_A4_0,49.06,1198.4,49.06,7.986,-1.344,0.0,south4north,veh_15,7.476
16.2,veh_17,truck,S2N_A2,S2N_A2_0,64.15,601.6,335.85,9.064,-0.031,180.0,north2west,veh_10,20.214
16.2,veh_18,car,S2N_A2,S2N_A2_0,46.32,601.6,353.68,8.552,0.77,180.0,north2west,veh_17,7.333
16.2,veh_19,truck,S2N_A2,S2N_A2_0,29.71,601.6,370.29,7.043,0.778,180.0,north2west,veh_18,9.611
16.2,veh_2,auto,S2N_A2,S2N_A2_0,143.71,601.6,256.29,9.229,0.194,180.0,north2west,,
16.2,veh_20,mtw,A5_A4,A5_A4_1,60.82,1439.18,195.5,13.93,-0.658,270.0,west_main,,
16.2,veh_21,car,S2N_A2,S2N_A2_0,14.53,601.6,385.47,5.615,1.336,180.0,north2west,veh_19,4.676
16.2,veh_22,car,A5_A4,A5_A4_1,39.46,1460.54,195.5,12.898,0.429,270.0,west_main,veh_20,16.66
16.2,veh_23,car,A0_A1,A0_A1_1,37.37,37.37,204.8,14.832,-0.428,90.0,east_main,,
16.2,veh_24,mtw,A0_A1,A0_A1_1,24.11,24.11,204.8,12.61,1.177,90.0,east_main,veh_23,6.259
16.2,veh_25,mtw,S4N_A4,S4N_A4_0,13.72,1201.6,386.28,9.472,0.331,180.0,north4east,veh_7,62.267
16.2,veh_26,car,S2N_A2,S2N_A2_0,5.89,601.6,394.11,3.31,0.728,180.0,north2west,veh_21,1.634
16.2,veh_27,car,A5_A4,A5_A4_1,7.06,1492.94,195.5,12.31,-0.377,270.0,west_main,veh_22,25.393
16.2,veh_3,car,S4N_A4,S4N_A4_0,146.85,1201.6,253.15,9.961,-0.218,180.0,north4east,,
16.2,veh_4,car,S4N_A4,S4N_A4_0,129.77,1201.6,270.23,9.86,-0.186,180.0,north4east,veh_3,10.082
16.2,veh_5,bus,S2S_A2,S2S_A2_0,141.35,598.4,141.35,9.949,0.275,0.0,south2east,,
16.2,veh_6,bus,S4N_A4,S4N_A4_0,106.66,1201.6,293.34,9.446,-0.347,180.0,north4east,veh_4,16.106
16.2,veh_7,car,S4N_A4,S4N_A4_0,82.98,1201.6,317.02,9.412,0.891,180.0,north4east,veh_6,9.18
16.2,veh_8,truck,S2N_A2,S2N_A2_0,112.01,601.6,287.99,9.084,-0.344,180.0,north2west,veh_2,26.194
16.2,veh_9,car,A0_A1,A0_A1_0,162.58,162.58,208.0,14.88,0.013,90.0,east_main,veh_1,67.514
16.4,veh_1,car,A0_A1,A0_A1_0,240.06,240.06,208.0,14.839,-0.634,90.0,east_main,,
16.4,veh_10,mtw,S2N_A2,S2N_A2_0,90.82,601.6,309.18,8.767,0.562,180.0,north2west,veh_8,12.519
16.4,veh_11,auto,A5_A4,A5_A4_0,126.64,1373.36,192.5,12.82,0.368,270.0,west_main,,
16.4,veh_12,car,S4S_A4,S4S_A4_0,80.93,1198.4,80.93,8.457,-0.181,0.0,south4north,,
16.4,veh_13,car,A5_A4,A5_A4_2,129.89,1370.11,198.5,14.981,0.597,270.0,west_main,,
16.4,veh_14,mtw,A0_A1,A0_A1_0,126.94,126.94,208.0,15.202,0.44,90.0,east_main,veh_9,31.615
16.4,veh_15,car,S4S_A4,S4S_A4_0,65.23,1198.4,65.23,8.465,0.262,0.0,south4north,veh_12,8.708
16.4,veh_16,car,S4S_A4,S4S_A4_0,50.68,1198.4,50.68,8.096,0.552,0.0,south4north,veh_15,7.549
16.4,veh_17,truck,S2N_A2,S2N_A2_0,65.96,601.6,334.04,9.057,-0.032,180.0,north2west,veh_10,20.156
16.4,veh_18,car,S2N_A2,S2N_A2_0,48.03,601.6,351.97,8.568,0.077,180.0,north2west,veh_17,7.431
16.4,veh_19,truck,S2N_A2,S2N_A2_0,31.13,601.6,368.87,7.125,0.408,180.0,north2west,veh_18,9.899
16.4,veh_2,auto,S2N_A2,S2N_A2_0,145.55,601.6,254.45,9.238,0.048,180.0,north2west,,
16.4,veh_20,mtw,A5_A4,A5_A4_1,63.63,1436.37,195.5,14.069,0.694,270.0,west_main,,
16.4,veh_21,car,S2N_A2,S2N_A2_0,15.7,601.6,384.3,5.867,1.26,180.0,north2west,veh_19,4.928
16.4,veh_22,car,A5_A4,A5_A4_1,42.02,1457.98,195.5,12.837,-0.305,270.0,west_main,veh_20,16.907
16.4,veh_23,car,A0_A1,A0_A1_1,40.36,40.36,204.8,14.947,0.577,90.0,east_main,,
16.4,veh_24,mtw,A0_A1,A0_A1_1,26.65,26.65,204.8,12.713,0.515,90.0,east_main,veh_23,6.706
16.4,veh_25,mtw,S4N_A4,S4N_A4_0,15.67,1201.6,384.33,9.748,1.379,180.0,north4east,veh_7,62.166
16.4,veh_26,car,S2N_A2,S2N_A2_0,6.59,601.6,393.41,3.474,0.821,180.0,north2west,veh_21,2.113
16.4,veh_27,car,A5_A4,A5_A4_1,9.53,1490.47,195.5,12.345,0.177,270.0,west_main,veh_22,25.491
16.4,veh_3,car,S4N_A4,S4N_A4_0,148.86,1201.6,251.14,10.043,0.408,180.0,north4east,,
16.4,veh_4,car,S4N_A4,S4N_A4_0,131.75,1201.6,268.25,9.904,0.219,180.0,north4east,veh_3,10.11
16.4,veh_5,bus,S2S_A2,S2S_A2_0,143.34,598.4,143.34,9.949,0.0,0.0,south2east,,
16.4,veh_6,bus,S4N_A4,S4N_A4_0,108.56,1201.6,291.44,9.481,0.171,180.0,north4east,veh_4,16.191
16.4,veh_7,car,S4N_A4,S4N_A4_0,84.83,1201.6,315.17,9.243,-0.844,180.0,north4east,veh_6,9.228
16.4,veh_8,truck,S2N_A2,S2N_A2_0,113.84,601.6,286.16,9.124,0.2,180.0,north2west,veh_2,26.217
16.4,veh_9,car,A0_A1,A0_A1_0,165.55,165.55,208.0,14.843,-0.186,90.0,east_main,veh_1,67.513
16.6,veh_1,car,A0_A1,A0_A1_0,243.03,243.03,208.0,14.83,-0.041,90.0,east_main,,
16.6,veh_10,mtw,S2N_A2,S2N_A2_0,92.53,601.6,307.47,8.588,-0.895,180.0,north2west,veh_8,12.622
16.6,veh_11,auto,A5_A4,A5_A4_0,129.2,1370.8,192.5,12.791,-0.146,270.0,west_main,,
16.6,veh_12,car,S4S_A4,S4S_A4_0,82.61,1198.4,82.61,8.4,-0.282,0.0,south4north,,
16.6,veh_13,car,A5_A4,A5_A4_2,132.87,1367.13,198.5,14.91,-0.355,270.0,west_main,,
16.6,veh_14,mtw,A0_A1,A0_A1_0,129.95,129.95,208.0,15.066,-0.681,90.0,east_main,veh_9,31.567
16.6,veh_15,car,S4S_A4,S4S_A4_0,66.91,1198.4,66.91,8.429,-0.181,0.0,south4north,veh_12,8.702
16.6,veh_16,car,S4S_A4,S4S_A4_0,52.32,1198.4,52.32,8.194,0.487,0.0,south4north,veh_15,7.597
16.6,veh_17,truck,S2N_A2,S2N_A2_0,67.77,601.6,332.23,9.025,-0.16,180.0,north2west,veh_10,20.069
16.6,veh_18,car,S2N_A2,S2N_A2_0,49.72,601.6,350.28,8.475,-0.462,180.0,north2west,veh_17,7.541
16.6,veh_19,truck,S2N_A2,S2N_A2_0,32.58,601.6,367.42,7.272,0.738,180.0,north2west,veh_18,10.14
16.6,veh_2,auto,S2N_A2,S2N_A2_0,147.41,601.6,252.59,9.307,0.341,180.0,north2west,,
16.6,veh_20,mtw,A5_A4,A5_A4_1,66.42,1433.58,195.5,13.979,-0.45,270.0,west_main,,
16.6,veh_21,car,S2N_A2,S2N_A2_0,16.92,601.6,383.08,6.073,1.029,180.0,north2west,veh_19,5.168
16.6,veh_22,car,A5_A4,A5_A4_1,44.62,1455.38,195.5,12.991,0.773,270.0,west_main,veh_20,17.104
16.6,veh_23,car,A0_A1,A0_A1_1,43.35,43.35,204.8,14.965,0.09,90.0,east_main,,
16.6,veh_24,mtw,A0_A1,A0_A1_1,29.24,29.24,204.8,12.93,1.083,90.0,east_main,veh_23,7.113
16.6,veh_25,mtw,S4N_A4,S4N_A4_0,17.55,1201.6,382.45,9.415,-1.664,180.0,north4east,veh_7,62.145
16.6,veh_26,car,S2N_A2,S2N_A2_0,7.31,601.6,392.69,3.62,0.733,180.0,north2west,veh_21,2.603
16.6,veh_27,car,A5_A4,A5_A4_1,11.99,1488.01,195.5,12.292,-0.267,270.0,west_main,veh_22,25.631
16.6,veh_3,car,S4N_A4,S4N_A4_0,150.86,1201.6,249.14,9.996,-0.236,180.0,north4east,,
16.6,veh_4,car,S4N_A4,S4N_A4_0,133.75,1201.6,266.25,10.018,0.572,180.0,north4east,veh_3,10.105
16.6,veh_5,bus,S2S_A2,S2S_A2_0,145.33,598.4,145.33,9.946,-0.015,0.0,south2east,,
16.6,veh_6,bus,S4N_A4,S4N_A4_0,110.45,1201.6,289.55,9.467,-0.068,180.0,north4east,veh_4,16.301
16.6,veh_7,car,S4N_A4,S4N_A4_0,86.7,1201.6,313.3,9.313,0.347,180.0,north4east,veh_6,9.259
16.6,veh_8,truck,S2N_A2,S2N_A2_0,115.66,601.6,284.34,9.103,-0.104,180.0,north2west,veh_2,26.258
16.6,veh_9,car,A0_A1,A0_A1_0,168.52,168.52,208.0,14.825,-0.092,90.0,east_main,veh_1,67.514
16.8,veh_1,car,A0_A1,A0_A1_0,246.0,246.0,208.0,14.846,0.077,90.0,east_main,,
16.8,veh_10,mtw,S2N_A2,S2N_A2_0,94.25,601.6,305.75,8.58,-0.038,180.0,north2west,veh_8,12.735
16.8,veh_11,auto,A5_A4,A5_A4_0,131.77,1368.23,192.5,12.831,0.201,270.0,west_main,,
16.8,veh_12,car,S4S_A4,S4S_A4_0,84.32,1198.4,84.32,8.509,0.544,0.0,south4north,,
16.8,veh_13,car,A5_A4,A5_A4_2,135.85,1364.15,198.5,14.924,0.07,270.0,west_main,,
16.8,veh_14,mtw,A0_A1,A0_A1_0,132.97,132.97,208.0,15.101,0.176,90.0,east_main,veh_9,31.535
16.8,veh_15,car,S4S_A4,S4S_A4_0,68.58,1198.4,68.58,8.334,-0.476,0.0,south4north,veh_12,8.737
16.8,veh_16,car,S4S_A4,S4S_A4_0,53.94,1198.4,53.94,8.105,-0.441,0.0,south4north,veh_15,7.642
16.8,veh_17,truck,S2N_A2,S2N_A2_0,69.56,601.6,330.44,8.961,-0.32,180.0,north2west,veh_10,19.992
16.8,veh_18,car,S2N_A2,S2N_A2_0,51.42,601.6,348.58,8.464,-0.055,180.0,north2west,veh_17,7.64
16.8,veh_19,truck,S2N_A2,S2N_A2_0,34.06,601.6,365.94,7.373,0.501,180.0,north2west,veh_18,10.358
16.8,veh_2,auto,S2N_A2,S2N_A2_0,149.29,601.6,250.71,9.368,0.308,180.0,north2west,,
16.8,veh_20,mtw,A5_A4,A5_A4_1,69.18,1430.82,195.5,13.786,-0.966,270.0,west_main,,
16.8,veh_21,car,S2N_A2,S2N_A2_0,18.16,601.6,381.84,6.224,0.755,180.0,north2west,veh_19,5.397
16.8,veh_22,car,A5_A4,A5_A4_1,47.23,1452.77,195.5,13.025,0.169,270.0,west_main,veh_20,17.256
16.8,veh_23,car,A0_A1,A0_A1_1,46.33,46.33,204.8,14.905,-0.3,90.0,east_main,,
16.8,veh_24,mtw,A0_A1,A0_A1_1,31.81,31.81,204.8,12.835,-0.476,90.0,east_main,veh_23,7.527
16.8,veh_25,mtw,S4N_A4,S4N_A4_0,19.47,1201.6,380.53,9.58,0.825,180.0,north4east,veh_7,62.078
16.8,veh_26,car,S2N_A2,S2N_A2_0,8.07,601.6,391.93,3.799,0.891,180.0,north2west,veh_21,3.089
16.8,veh_27,car,A5_A4,A5_A4_1,14.44,1485.56,195.5,12.229,-0.313,270.0,west_main,veh_22,25.79
16.8,veh_28,car,A5_A4,A5_A4_0,4.6,1495.4,192.5,13.089,0.0,270.0,west_main,veh_11,121.666
16.8,veh_3,car,S4N_A4,S4N_A4_0,152.87,1201.6,247.13,10.057,0.306,180.0,north4east,,
16.8,veh_4,car,S4N_A4,S4N_A4_0,135.72,1201.6,264.28,9.844,-0.871,180.0,north4east,veh_3,10.148
16.8,veh_5,bus,S2S_A2,S2S_A2_0,147.31,598.4,147.31,9.897,-0.247,0.0,south2east,,
16.8,veh_6,bus,S4N_A4,S4N_A4_0,112.37,1201.6,287.63,9.589,0.612,180.0,north4east,veh_4,16.352
16.8,veh_7,car,S4N_A4,S4N_A4_0,88.54,1201.6,311.46,9.242,-0.353,180.0,north4east,veh_6,9.328
16.8,veh_8,truck,S2N_A2,S2N_A2_0,117.49,601.6,282.51,9.144,0.204,180.0,north2west,veh_2,26.303
16.8,veh_9,car,A0_A1,A0_A1_0,171.51,171.51,208.0,14.943,0.589,90.0,east_main,veh_1,67.495
17.0,veh_1,car,A0_A1,A0_A1_0,248.99,248.99,208.0,14.93,0.423,90.0,east_main,,
17.0,veh_10,mtw,S2N_A2,S2N_A2_0,95.98,601.6,304.02,8.671,0.455,180.0,north2west,veh_8,12.816
17.0,veh_11,auto,A5_A4,A5_A4_0,134.36,1365.64,192.5,12.989,0.791,270.0,west_main,,
17.0,veh_12,car,S4S_A4,S4S_A4_0,86.02,1198.4,86.02,8.502,-0.034,0.0,south4north,,
17.0,veh_13,car,A5_A4,A5_A4_2,138.84,1361.16,198.5,14.96,0.184,270.0,west_main,,
17.0,veh_14,mtw,A0_A1,A0_A1_0,135.98,135.98,208.0,15.042,-0.298,90.0,east_main,veh_9,31.508
17.0,veh_15,car,S4S_A4,S4S_A4_0,70.28,1198.4,70.28,8.532,0.992,0.0,south4north,veh_12,8.731
17.0,veh_16,car,S4S_A4,S4S_A4_0,55.56,1198.4,55.56,8.134,0.143,0.0,south4north,veh_15,7.722
17.0,veh_17,truck,S2N_A2,S2N_A2_0,71.35,601.6,328.65,8.982,0.103,180.0,north2west,veh_10,19.93
17.0,veh_18,car,S2N_A2,S2N_A2_0,53.14,601.6,346.86,8.611,0.731,180.0,north2west,veh_17,7.715
17.0,veh_19,truck,S2N_A2,S2N_A2_0,35.56,601.6,364.44,7.516,0.718,180.0,north2west,veh_18,10.577
17.0,veh_2,auto,S2N_A2,S2N_A2_0,151.12,601.6,248.88,9.182,-0.932,180.0,north2west,,
17.0,veh_20,mtw,A5_A4,A5_A4_1,72.0,1428.0,195.5,14.103,1.588,270.0,west_main,,
17.0,veh_21,car,S2N_A2,S2N_A2_0,19.44,601.6,380.56,6.401,0.882,180.0,north2west,veh_19,5.62
17.0,veh_22,car,A5_A4,A5_A4_1,49.79,1450.21,195.5,12.813,-1.062,270.0,west_main,veh_20,17.514
17.0,veh_23,car,A0_A1,A0_A1_1,49.33,49.33,204.8,14.967,0.31,90.0,east_main,,
17.0,veh_24,mtw,A0_A1,A0_A1_1,34.44,34.44,204.8,13.153,1.593,90.0,east_main,veh_23,7.89
17.0,veh_25,mtw,S4N_A4,S4N_A4_0,21.39,1201.6,378.61,9.598,0.089,180.0,north4east,veh_7,62.046
17.0,veh_26,car,S2N_A2,S2N_A2_0,8.89,601.6,391.11,4.094,1.478,180.0,north2west,veh_21,3.55
17.0,veh_27,car,A5_A4,A5_A4_1,16.9,1483.1,195.5,12.34,0.555,270.0,west_main,veh_22,25.885
17.0,veh_28,car,A5_A4,A5_A4_0,7.21,1492.79,192.5,13.047,-0.209,270.0,west_main,veh_11,121.655
17.0,veh_3,car,S4N_A4,S4N_A4_0,154.89,1201.6,245.11,10.087,0.15,180.0,north4east,,
17.0,veh_4,car,S4N_A4,S4N_A4_0,137.72,1201.6,262.28,9.992,0.741,180.0,north4east,veh_3,10.167
17.0,veh_5,bus,S2S_A2,S2S_A2_0,149.3,598.4,149.3,9.938,0.204,0.0,south2east,,
17.0,veh_6,bus,S4N_A4,S4N_A4_0,114.28,1201.6,285.72,9.533,-0.281,180.0,north4east,veh_4,16.444
17.0,veh_7,car,S4N_A4,S4N_A4_0,90.43,1201.6,309.57,9.442,1.001,180.0,north4east,veh_6,9.346
17.0,veh_8,truck,S2N_A2,S2N_A2_0,119.3,601.6,280.7,9.076,-0.337,180.0,north2west,veh_2,26.324
17.0,veh_9,car,A0_A1,A0_A1_0,174.49,174.49,208.0,14.907,-0.178,90.0,east_main,veh_1,67.499
17.2,veh_1,car,A0_A1,A0_A1_0,251.98,251.98,208.0,14.989,0.291,90.0,east_main,,
17.2,veh_10,mtw,S2N_A2,S2N_A2_0,97.72,601.6,302.28,8.67,-0.002,180.0,north2west,veh_8,12.899
17.2,veh_11,auto,A5_A4,A5_A4_0,136.95,1363.05,192.5,12.948,-0.207,270.0,west_main,,
17.2,veh_12,car,S4S_A4,S4S_A4_0,87.72,1198.4,87.72,8.5,-0.015,0.0,south4north,,
17.2,veh_13,car,A5_A4,A5_A4_2,141.84,1358.16,198.5,14.968,0.039,270.0,west_main,,
17.2,veh_14,mtw,A0_A1,A0_A1_0,139.01,139.01,208.0,15.156,0.571,90.0,east_main,veh_9,31.449
17.2,veh_15,car,S4S_A4,S4S_A4_0,71.98,1198.4,71.98,8.455,-0.388,0.0,south4north,veh_12,8.74
17.2,veh_16,car,S4S_A4,S4S_A4_0,57.21,1198.4,57.21,8.221,0.435,0.0,south4north,veh_15,7.769
17.2,veh_17,truck,S2N_A2,S2N_A2_0,73.14,601.6,326.86,8.944,-0.188,180.0,north2west,veh_10,19.875
17.2,veh_18,car,S2N_A2,S2N_A2_0,54.84,601.6,345.16,8.509,-0.508,180.0,north2west,veh_17,7.802
17.2,veh_19,truck,S2N_A2,S2N_A2_0,37.1,601.6,362.9,7.669,0.763,180.0,north2west,veh_18,10.745
17.2,veh_2,auto,S2N_A2,S2N_A2_0,152.99,601.6,247.01,9.304,0.609,180.0,north2west,,
17.2,veh_20,mtw,A5_A4,A5_A4_1,74.77,1425.23,195.5,13.836,-1.336,270.0,west_main,,
17.2,veh_21,car,S2N_A2,S2N_A2_0,20.75,601.6,379.25,6.524,0.618,180.0,north2west,veh_19,5.849
17.2,veh_22,car,A5_A4,A5_A4_1,52.4,1447.6,195.5,13.081,1.339,270.0,west_main,veh_20,17.665
17.2,veh_23,car,A0_A1,A0_A1_1,52.31,52.31,204.8,14.903,-0.321,90.0,east_main,,
17.2,veh_24,mtw,A0_A1,A0_A1_1,37.07,37.07,204.8,13.178,0.125,90.0,east_main,veh_23,8.235
17.2,veh_25,mtw,S4N_A4,S4N_A4_0,23.32,1201.6,376.68,9.67,0.364,180.0,north4east,veh_7,61.993
17.2,veh_26,car,S2N_A2,S2N_A2_0,9.74,601.6,390.26,4.256,0.809,180.0,north2west,veh_21,4.004
17.2,veh_27,car,A5_A4,A5_A4_1,19.35,1480.65,195.5,12.225,-0.575,270.0,west_main,veh_22,26.056
17.2,veh_28,car,A5_A4,A5_A4_0,9.8,1490.2,192.5,12.965,-0.413,270.0,west_main,veh_11,121.651
17.2,veh_3,car,S4N_A4,S4N_A4_0,156.9,1201.6,243.1,10.063,-0.118,180.0,north4east,,
17.2,veh_4,car,S4N_A4,S4N_A4_0,139.71,1201.6,260.29,9.944,-0.238,180.0,north4east,veh_3,10.191
17.2,veh_5,bus,S2S_A2,S2S_A2_0,151.29,598.4,151.29,9.943,0.027,0.0,south2east,,
17.2,veh_6,bus,S4N_A4,S4N_A4_0,116.2,1201.6,283.8,9.607,0.37,180.0,north4east,veh_4,16.511
17.2,veh_7,car,S4N_A4,S4N_A4_0,92.31,1201.6,307.69,9.403,-0.194,180.0,north4east,veh_6,9.387
17.2,veh_8,truck,S2N_A2,S2N_A2_0,121.12,601.6,278.88,9.085,0.042,180.0,north2west,veh_2,26.368
17.2,veh_9,car,A0_A1,A0_A1_0,177.46,177.46,208.0,14.862,-0.227,90.0,east_main,veh_1,67.525
17.4,veh_1,car,A0_A1,A0_A1_0,254.96,254.96,208.0,14.893,-0.479,90.0,east_main,,
17.4,veh_10,mtw,S2N_A2,S2N_A2_0,99.46,601.6,300.54,8.711,0.201,180.0,north2west,veh_8,12.979
17.4,veh_11,auto,A5_A4,A5_A4_0,139.55,1360.45,192.5,12.961,0.065,270.0,west_main,,
17.4,veh_12,car,S4S_A4,S4S_A4_0,89.4,1198.4,89.4,8.419,-0.404,0.0,south4north,,
17.4,veh_13,car,A5_A4,A5_A4_1,144.8,1355.2,195.5,14.826,-0.713,270.0,west_main,,
17.4,veh_14,mtw,A0_A1,A0_A1_0,142.08,142.08,208.0,15.364,1.041,90.0,east_main,veh_9,31.346
17.4,veh_15,car,S4S_A4,S4S_A4_0,73.66,1198.4,73.66,8.4,-0.273,0.0,south4north,veh_12,8.744
17.4,veh_16,car,S4S_A4,S4S_A4_0,58.83,1198.4,58.83,8.124,-0.482,0.0,south4north,veh_15,7.824
17.4,veh_17,truck,S2N_A2,S2N_A2_0,74.94,601.6,325.06,8.966,0.106,180.0,north2west,veh_10,19.824
17.4,veh_18,car,S2N_A2,S2N_A2_0,56.57,601.6,343.43,8.641,0.661,180.0,north2west,veh_17,7.867
17.4,veh_19,truck,S2N_A2,S2N_A2_0,38.64,601.6,361.36,7.734,0.326,180.0,north2west,veh_18,10.926
17.4,veh_2,auto,S2N_A2,S2N_A2_0,154.84,601.6,245.16,9.251,-0.265,180.0,north2west,,
17.4,veh_20,mtw,A5_A4,A5_A4_1,77.58,1422.42,195.5,14.058,1.112,270.0,west_main,veh_13,60.222
17.4,veh_21,car,S2N_A2,S2N_A2_0,22.09,601.6,377.91,6.698,0.87,180.0,north2west,veh_19,6.057
17.4,veh_22,car,A5_A4,A5_A4_1,55.01,1444.99,195.5,13.045,-0.181,270.0,west_main,veh_20,17.868
17.4,veh_23,car,A0_A1,A0_A1_1,55.28,55.28,204.8,14.869,-0.17,90.0,east_main,,
17.4,veh_24,mtw,A0_A1,A0_A1_1,39.73,39.73,204.8,13.29,0.557,90.0,east_main,veh_23,8.55
17.4,veh_25,mtw,S4N_A4,S4N_A4_0,25.22,1201.6,374.78,9.48,-0.955,180.0,north4east,veh_7,61.992
17.4,veh_26,car,S2N_A2,S2N_A2_0,10.62,601.6,389.38,4.393,0.686,180.0,north2west,veh_21,4.464
17.4,veh_27,car,A5_A4,A5_A4_1,21.79,1478.21,195.5,12.227,0.009,270.0,west_main,veh_22,26.22
17.4,veh_28,car,A5_A4,A5_A4_0,12.41,1487.59,192.5,13.055,0.451,270.0,west_main,veh_11,121.633
17.4,veh_3,car,S4N_A4,S4N_A4_0,158.9,1201.6,241.1,10.019,-0.223,180.0,north4east,,
17.4,veh_4,car,S4N_A4,S4N_A4_0,141.71,1201.6,258.29,9.992,0.238,180.0,north4east,veh_3,10.196
17.4,veh_5,bus,S2S_A2,S2S_A2_0,153.28,598.4,153.28,9.97,0.135,0.0,south2east,,
17.4,veh_6,bus,S4N_A4,S4N_A4_0,118.13,1201.6,281.87,9.655,0.241,180.0,north4east,veh_4,16.578
17.4,veh_7,car,S4N_A4,S4N_A4_0,94.21,1201.6,305.79,9.473,0.348,180.0,north4east,veh_6,9.423
17.4,veh_8,truck,S2N_A2,S2N_A2_0,122.94,601.6,277.06,9.108,0.117,180.0,north2west,veh_2,26.396
17.4,veh_9,car,A0_A1,A0_A1_0,180.43,180.43,208.0,14.849,-0.063,90.0,east_main,veh_1,67.533
17.6,veh_1,car,A0_A1,A0_A1_0,257.95,257.95,208.0,14.952,0.296,90.0,east_main,,
17.6,veh_10,mtw,S2N_A2,S2N_A2_0,101.18,601.6,298.82,8.588,-0.615,180.0,north2west,veh_8,13.088
17.6,veh_11,auto,A5_A4,A5_A4_0,142.11,1357.89,192.5,12.807,-0.769,270.0,west_main,,
17.6,veh_12,car,S4S_A4,S4S_A4_0,91.1,1198.4,91.1,8.481,0.312,0.0,south4north,,
17.6,veh_13,car,A5_A4,A5_A4_1,147.8,1352.2,195.5,14.982,0.783,270.0,west_main,,
17.6,veh_14,mtw,A0_A1,A0_A1_0,145.14,145.14,208.0,15.279,-0.423,90.0,east_main,veh_9,31.288
17.6,veh_15,car,S4S_A4,S4S_A4_0,75.35,1198.4,75.35,8.448,0.237,0.0,south4north,veh_12,8.751
17.6,veh_16,car,S4S_A4,S4S_A4_0,60.48,1198.4,60.48,8.223,0.495,0.0,south4north,veh_15,7.869
17.6,veh_17,truck,S2N_A2,S2N_A2_0,76.73,601.6,323.27,8.978,0.06,180.0,north2west,veh_10,19.746
17.6,veh_18,car,S2N_A2,S2N_A2_0,58.28,601.6,341.72,8.544,-0.487,180.0,north2west,veh_17,7.954
